customer,location,unit,job_date,diagnosis,diagnosis_raw,invoice_subtotal,tax_rate,invoice_tax,invoice_total
Wynnefield Properties,Westridge Place,290-202,06/25/25 12:37 PM,SYS - REF - Repair - Leak - NLF,,$245.00,7.00%,$17.15,$262.15
Wynnefield Properties,Westridge Village,233-102,05/27/25 11:02 AM,AHU - Control Board - Replace,,$583.00,7.00%,$40.81,$623.81
Wynnefield Properties,Westridge Village,623,05/27/25 11:02 AM,AHU - Evap Coil - Replace,,"$1,730.00",7.00%,$121.10,"$1,851.10"
Wynnefield Properties,Westridge Village,813,05/27/25 11:02 AM,AHU - Evap Coil - Replace,,"$1,667.20",7.00%,$116.70,"$1,783.90"
Wynnefield Properties,Westridge Village,621,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$140.00,7.00%,$9.80,$149.80
Wynnefield Properties,Westridge Village,811,05/27/25 11:02 AM,AHU - Motor - Replace - Transverse,,$659.00,7.00%,$46.13,$705.13
Wynnefield Properties,Westridge Village,311,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,399.70",7.00%,$307.98,"$4,707.68"
Wynnefield Properties,Westridge Village,324,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,869.70",7.00%,$340.88,"$5,210.58"
Wynnefield Properties,Westridge Village,622,08/11/25 6:30 AM,CU - Motor - Replace,,$430.00,7.00%,$30.10,$460.10
Wynnefield Properties,Westridge Village,711,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$330.00,7.00%,$23.10,$353.10
Wynnefield Properties,Westridge Village,422,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$70.00,7.00%,$4.90,$74.90
Wynnefield Properties,Westridge Village,614,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$371.00,7.00%,$25.97,$396.97
Wynnefield Properties,Westridge Village,412,05/10/25 9:43 AM,SYS - LV - Repair - Short,,$85.00,7.00%,$5.95,$90.95
Wynnefield Properties,Windridge,115,07/09/25 10:58 AM,AHU - Evap Coil - Replace,,"$1,631.20",6.75%,$110.11,"$1,741.31"
Wynnefield Properties,Windridge,116,08/13/25 7:59 AM,AHU - Evap Coil - Replace,,"$1,622.20",6.75%,$109.50,"$1,731.70"
Wynnefield Properties,Windridge,218,05/27/25 11:02 AM,AHU - Evap Coil - Replace,,"$1,730.00",6.75%,$116.78,"$1,846.78"
Wynnefield Properties,Windridge,312,05/27/25 11:02 AM,AHU - Evap Coil - Replace,,"$1,701.96",6.75%,$114.88,"$1,816.84"
Wynnefield Properties,Windridge,331,05/27/25 11:02 AM,AHU - Evap Coil - Replace,,"$1,649.62",6.75%,$111.35,"$1,760.97"
Wynnefield Properties,Windridge,114,07/07/25 11:00 AM,AHU - Cond Lines - Clear,,$206.00,6.75%,$13.91,$219.91
Wynnefield Properties,Windridge,126,08/13/25 8:00 AM,AHU - Cond Lines - Clear,,$151.00,6.75%,$10.19,$161.19
Wynnefield Properties,Windridge,234,05/27/25 11:02 AM,AHU - Cond Lines - Clear,,$129.00,6.75%,$8.71,$137.71
Wynnefield Properties,Windridge,331,05/19/25 1:52 PM,AHU - Cond Lines - Clear,,$151.00,6.75%,$10.19,$161.19
Wynnefield Properties,Windridge,237,05/27/25 11:02 AM,SYS - TOTAL - Change Out - Wall Mount,,"$4,770.80",6.75%,$322.03,"$5,092.83"
Wynnefield Properties,Windridge,Clubhouse,05/09/25 10:43 AM,SYS - TOTAL - Change Out - Wall Mount,,"$7,301.74",6.75%,$492.87,"$7,794.61"
Wynnefield Properties,Windridge,116,05/27/25 11:02 AM,SYS - MIN - Reset Power - CU,,$80.00,6.75%,$5.40,$85.40
Wynnefield Properties,Windridge,113,05/27/25 11:02 AM,CU - Capacitor - Replace,,$220.45,6.75%,$14.88,$235.33
Wynnefield Properties,Windridge,302,05/27/25 11:02 AM,SYS - Ducts - Reset - Fire Damper,,$79.00,6.75%,$5.33,$84.33
Wynnefield Properties,Windridge,214,05/27/25 11:02 AM,SYS - LV - Repair - Thermostat,,$267.00,6.75%,$18.02,$285.02
Wynnefield Properties,Windridge,218,09/04/25 11:25 AM,SYS - LV - Repair - Thermostat,,$215.35,6.75%,$14.54,$229.89
Wynnefield Properties,Windridge,Clubhouse,05/27/25 11:02 AM,SYS - LV - Repair - Short,,$226.00,6.75%,$15.26,$241.26
Wynnefield Properties,Windridge,117,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$338.50,6.75%,$22.85,$361.35
Wynnefield Properties,Windridge,115,07/28/25 4:43 AM,SYS - REF - Repair - Leak - Recover,,$977.00,6.75%,$65.95,"$1,042.95"
Wynnefield Properties,Windridge,117,09/04/25 11:26 AM,SYS - REF - Repair - Leak - Recover,,$882.00,6.75%,$59.54,$941.54
Wynnefield Properties,Windridge,125,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Recover,,"$1,339.50",6.75%,$90.42,"$1,429.92"
Wynnefield Properties,Windridge,323,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Recover,,$869.50,6.75%,$58.69,$928.19
Wynnefield Properties,Windridge,114,07/15/25 10:13 AM,SYS - REF - Repair - Leak - NLF,,$245.00,6.75%,$16.54,$261.54
Wynnefield Properties,Woodland Bluff,119-303,05/27/25 11:02 AM,AHU - Evap Coil - Replace,,"$1,712.20",7.00%,$119.85,"$1,832.05"
Wynnefield Properties,Woodland Bluff,119-200,07/22/25 6:25 AM,AHU - Cond Lines - Clear,,$140.00,7.00%,$9.80,$149.80
Wynnefield Properties,Woodland Bluff,119-300,07/15/25 11:53 AM,AHU - Cond Lines - Clear,,$173.00,7.00%,$12.11,$185.11
Wynnefield Properties,Woodland Bluff,119-304,07/22/25 6:25 AM,AHU - Cond Lines - Clear,,$151.00,7.00%,$10.57,$161.57
Wynnefield Properties,Woodland Bluff,131-200,06/24/25 7:09 AM,AHU - Cond Lines - Clear,,$206.00,7.00%,$14.42,$220.42
Wynnefield Properties,Woodland Bluff,131-307,06/19/25 6:25 AM,AHU - Cond Lines - Clear,,$206.00,7.00%,$14.42,$220.42
Wynnefield Properties,Woodland Bluff,119-206,05/27/25 11:02 AM,CU - Compressor - Replace,,"$2,229.40",7.00%,$156.06,"$2,385.46"
Wynnefield Properties,Woodland Bluff,131-207,05/27/25 11:02 AM,CU - Compressor - Replace,,$339.57,7.00%,$23.77,$363.34
Wynnefield Properties,Woodland Bluff,119-100,05/20/25 5:29 AM,CU - Contactor - Replace,,$316.00,7.00%,$22.12,$338.12
Wynnefield Properties,Woodland Bluff,100,05/27/25 11:02 AM,CU - TXV - Replace,,"$1,081.00",7.00%,$75.67,"$1,156.67"
Wynnefield Properties,Woodland Bluff,200,05/27/25 11:02 AM,CU - TXV - Replace,,"$1,081.00",7.00%,$75.67,"$1,156.67"
Wynnefield Properties,Woodland Bluff,131-307,08/28/25 10:24 AM,SYS - LV - Repair - Short,,$211.00,7.00%,$14.77,$225.77
Wynnefield Properties,Woodland Bluff,119-303,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$0.00,7.00%,$0.00,$0.00
Wynnefield Properties,Woodland Bluff,119-307,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Easy,,$252.00,7.00%,$17.64,$269.64
Wynnefield Properties,Woodland Bluff,300,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Recover,,$400.00,7.00%,$28.00,$428.00
Wynnefield Properties,Woodland Bluff,119-307,05/27/25 11:02 AM,SYS - REF - Repair - Leak - Recover,,$663.50,7.00%,$46.45,$709.95
